typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productID,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Small Energy Collision Accelerator II Blueprint,31461,Rig Blueprint,1,125000,1,15000,1,Small Energy Collision Accelerator II,31460,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Discharge Elutriation I Blueprint,31467,Rig Blueprint,100,125000,1,1500,1,Small Energy Discharge Elutriation I,31466,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Discharge Elutriation II Blueprint,31473,Rig Blueprint,1,125000,1,15000,1,Small Energy Discharge Elutriation II,31472,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Locus Coordinator I Blueprint,31479,Rig Blueprint,100,125000,1,1500,1,Small Energy Locus Coordinator I,31478,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Locus Coordinator II Blueprint,31485,Rig Blueprint,1,125000,1,15000,1,Small Energy Locus Coordinator II,31484,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Metastasis Adjuster I Blueprint,31491,Rig Blueprint,100,125000,1,1500,1,Small Energy Metastasis Adjuster I,31490,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Metastasis Adjuster II Blueprint,31497,Rig Blueprint,1,125000,1,15000,1,Small Energy Metastasis Adjuster II,31496,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Capital Powergrid Subroutine Maximizer I Blueprint,31399,Rig Blueprint,30,50000000,1,6000,1,Capital Powergrid Subroutine Maximizer I,31398,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Powergrid Subroutine Maximizer II Blueprint,31405,Rig Blueprint,1,50000000,1,60000,1,Capital Powergrid Subroutine Maximizer II,31404,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Semiconductor Memory Cell I Blueprint,31411,Rig Blueprint,30,50000000,1,6000,1,Capital Semiconductor Memory Cell I,31410,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Semiconductor Memory Cell II Blueprint,31417,Rig Blueprint,1,50000000,1,60000,1,Capital Semiconductor Memory Cell II,31416,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Liquid Cooled Electronics I Blueprint,31231,Rig Blueprint,30,50000000,1,6000,1,Capital Liquid Cooled Electronics I,31230,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Liquid Cooled Electronics II Blueprint,31237,Rig Blueprint,1,50000000,1,60000,1,Capital Liquid Cooled Electronics II,31236,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Ancillary Current Router I Blueprint,31363,Rig Blueprint,30,50000000,1,6000,1,Capital Ancillary Current Router I,31362,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Ancillary Current Router II Blueprint,31369,Rig Blueprint,1,50000000,1,60000,1,Capital Ancillary Current Router II,31368,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Capacitor Control Circuit I Blueprint,31375,Rig Blueprint,30,50000000,1,6000,1,Capital Capacitor Control Circuit I,31374,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Capacitor Control Circuit II Blueprint,31381,Rig Blueprint,1,50000000,1,60000,1,Capital Capacitor Control Circuit II,31380,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Egress Port Maximizer I Blueprint,31387,Rig Blueprint,30,50000000,1,6000,1,Capital Egress Port Maximizer I,31386,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Egress Port Maximizer II Blueprint,31393,Rig Blueprint,1,50000000,1,60000,1,Capital Egress Port Maximizer II,31392,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Processor Overclocking Unit I Blueprint,33304,Rig Blueprint,30,50000000,1,6000,1,Capital Processor Overclocking Unit I,33303,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Processor Overclocking Unit II Blueprint,33306,Rig Blueprint,1,50000000,1,60000,1,Capital Processor Overclocking Unit II,33305,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Capital Command Processor I Blueprint,43908,Rig Blueprint,30,50000000,1,6000,1,Capital Command Processor I,43900,Ship and Module Modifications,Rigs,Engineering Rigs,Capital Engineering Rigs,
Large Command Processor I Blueprint,43906,Rig Blueprint,40,1250000,1,4500,1,Large Command Processor I,43898,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Liquid Cooled Electronics I Blueprint,25935,Rig Blueprint,40,1250000,1,4500,1,Large Liquid Cooled Electronics I,25934,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Capacitor Control Circuit I Blueprint,25949,Rig Blueprint,40,1250000,1,4500,1,Large Capacitor Control Circuit I,25948,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Egress Port Maximizer I Blueprint,25951,Rig Blueprint,40,1250000,1,4500,1,Large Egress Port Maximizer I,25950,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Processor Overclocking Unit I Blueprint,4398,Rig Blueprint,40,1250000,1,4500,1,Large Processor Overclocking Unit I,4397,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Processor Overclocking Unit II Blueprint,4402,Rig Blueprint,1,1250000,1,45000,1,Large Processor Overclocking Unit II,4401,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Powergrid Subroutine Maximizer I Blueprint,25953,Rig Blueprint,40,1250000,1,4500,1,Large Powergrid Subroutine Maximizer I,25952,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Semiconductor Memory Cell I Blueprint,25955,Rig Blueprint,40,1250000,1,4500,1,Large Semiconductor Memory Cell I,25954,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Ancillary Current Router I Blueprint,25957,Rig Blueprint,40,1250000,1,4500,1,Large Ancillary Current Router I,25956,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Liquid Cooled Electronics II Blueprint,26349,Rig Blueprint,1,1250000,1,45000,1,Large Liquid Cooled Electronics II,26348,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Egress Port Maximizer II Blueprint,26369,Rig Blueprint,1,1250000,1,45000,1,Large Egress Port Maximizer II,26368,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Ancillary Current Router II Blueprint,26371,Rig Blueprint,1,1250000,1,45000,1,Large Ancillary Current Router II,26370,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Powergrid Subroutine Maximizer II Blueprint,26373,Rig Blueprint,1,1250000,1,45000,1,Large Powergrid Subroutine Maximizer II,26372,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Capacitor Control Circuit II Blueprint,26375,Rig Blueprint,1,1250000,1,45000,1,Large Capacitor Control Circuit II,26374,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Large Semiconductor Memory Cell II Blueprint,26377,Rig Blueprint,1,1250000,1,45000,1,Large Semiconductor Memory Cell II,26376,Ship and Module Modifications,Rigs,Engineering Rigs,Large Engineering Rigs,
Medium Powergrid Subroutine Maximizer II Blueprint,31403,Rig Blueprint,1,750000,1,30000,1,Medium Powergrid Subroutine Maximizer II,31402,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Semiconductor Memory Cell I Blueprint,31409,Rig Blueprint,60,750000,1,3000,1,Medium Semiconductor Memory Cell I,31408,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Semiconductor Memory Cell II Blueprint,31415,Rig Blueprint,1,750000,1,30000,1,Medium Semiconductor Memory Cell II,31414,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Liquid Cooled Electronics I Blueprint,31229,Rig Blueprint,60,750000,1,3000,1,Medium Liquid Cooled Electronics I,31228,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Liquid Cooled Electronics II Blueprint,31235,Rig Blueprint,1,750000,1,30000,1,Medium Liquid Cooled Electronics II,31234,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Ancillary Current Router I Blueprint,31361,Rig Blueprint,60,750000,1,3000,1,Medium Ancillary Current Router I,31360,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Ancillary Current Router II Blueprint,31367,Rig Blueprint,1,750000,1,30000,1,Medium Ancillary Current Router II,31366,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Capacitor Control Circuit I Blueprint,31373,Rig Blueprint,60,750000,1,3000,1,Medium Capacitor Control Circuit I,31372,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Capacitor Control Circuit II Blueprint,31379,Rig Blueprint,1,750000,1,30000,1,Medium Capacitor Control Circuit II,31378,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Egress Port Maximizer I Blueprint,31385,Rig Blueprint,60,750000,1,3000,1,Medium Egress Port Maximizer I,31384,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Egress Port Maximizer II Blueprint,31391,Rig Blueprint,1,750000,1,30000,1,Medium Egress Port Maximizer II,31390,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Powergrid Subroutine Maximizer I Blueprint,31397,Rig Blueprint,60,750000,1,3000,1,Medium Powergrid Subroutine Maximizer I,31396,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Command Processor I Blueprint,43904,Rig Blueprint,60,750000,1,3000,1,Medium Command Processor I,43896,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Processor Overclocking Unit I Blueprint,4396,Rig Blueprint,60,750000,1,3000,1,Medium Processor Overclocking Unit I,4395,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Medium Processor Overclocking Unit II Blueprint,4400,Rig Blueprint,1,750000,1,30000,1,Medium Processor Overclocking Unit II,4399,Ship and Module Modifications,Rigs,Engineering Rigs,Medium Engineering Rigs,
Small Liquid Cooled Electronics I Blueprint,31227,Rig Blueprint,100,125000,1,1500,1,Small Liquid Cooled Electronics I,31226,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Liquid Cooled Electronics II Blueprint,31233,Rig Blueprint,1,125000,1,15000,1,Small Liquid Cooled Electronics II,31232,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Ancillary Current Router I Blueprint,31359,Rig Blueprint,100,125000,1,1500,1,Small Ancillary Current Router I,31358,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Ancillary Current Router II Blueprint,31365,Rig Blueprint,1,125000,1,15000,1,Small Ancillary Current Router II,31364,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Capacitor Control Circuit I Blueprint,31371,Rig Blueprint,100,125000,1,1500,1,Small Capacitor Control Circuit I,31370,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Capacitor Control Circuit II Blueprint,31377,Rig Blueprint,1,125000,1,15000,1,Small Capacitor Control Circuit II,31376,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Egress Port Maximizer I Blueprint,31383,Rig Blueprint,100,125000,1,1500,1,Small Egress Port Maximizer I,31382,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Egress Port Maximizer II Blueprint,31389,Rig Blueprint,1,125000,1,15000,1,Small Egress Port Maximizer II,31388,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Powergrid Subroutine Maximizer I Blueprint,31395,Rig Blueprint,100,125000,1,1500,1,Small Powergrid Subroutine Maximizer I,31394,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Processor Overclocking Unit I Blueprint,26930,Rig Blueprint,100,125000,1,1500,1,Small Processor Overclocking Unit I,26929,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Processor Overclocking Unit II Blueprint,26932,Rig Blueprint,1,125000,1,15000,1,Small Processor Overclocking Unit II,26931,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Powergrid Subroutine Maximizer II Blueprint,31401,Rig Blueprint,1,125000,1,15000,1,Small Powergrid Subroutine Maximizer II,31400,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Semiconductor Memory Cell I Blueprint,31407,Rig Blueprint,100,125000,1,1500,1,Small Semiconductor Memory Cell I,31406,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Semiconductor Memory Cell II Blueprint,31413,Rig Blueprint,1,125000,1,15000,1,Small Semiconductor Memory Cell II,31412,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Small Command Processor I Blueprint,43902,Rig Blueprint,100,125000,1,1500,1,Small Command Processor I,43894,Ship and Module Modifications,Rigs,Engineering Rigs,Small Engineering Rigs,
Capital Algid Hybrid Administrations Unit I Blueprint,31507,Rig Blueprint,30,50000000,1,6000,1,Capital Algid Hybrid Administrations Unit I,31506,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Algid Hybrid Administrations Unit II Blueprint,31513,Rig Blueprint,1,50000000,1,60000,1,Capital Algid Hybrid Administrations Unit II,31512,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Ambit Extension I Blueprint,31519,Rig Blueprint,30,50000000,1,6000,1,Capital Hybrid Ambit Extension I,31518,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Ambit Extension II Blueprint,31525,Rig Blueprint,1,50000000,1,60000,1,Capital Hybrid Ambit Extension II,31524,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Burst Aerator I Blueprint,31531,Rig Blueprint,30,50000000,1,6000,1,Capital Hybrid Burst Aerator I,31530,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Burst Aerator II Blueprint,31537,Rig Blueprint,1,50000000,1,60000,1,Capital Hybrid Burst Aerator II,31536,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Collision Accelerator I Blueprint,31543,Rig Blueprint,30,50000000,1,6000,1,Capital Hybrid Collision Accelerator I,31542,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Collision Accelerator II Blueprint,31549,Rig Blueprint,1,50000000,1,60000,1,Capital Hybrid Collision Accelerator II,31548,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Discharge Elutriation I Blueprint,31555,Rig Blueprint,30,50000000,1,6000,1,Capital Hybrid Discharge Elutriation I,31554,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Discharge Elutriation II Blueprint,31561,Rig Blueprint,1,50000000,1,60000,1,Capital Hybrid Discharge Elutriation II,31560,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Locus Coordinator I Blueprint,31567,Rig Blueprint,30,50000000,1,6000,1,Capital Hybrid Locus Coordinator I,31566,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Locus Coordinator II Blueprint,31573,Rig Blueprint,1,50000000,1,60000,1,Capital Hybrid Locus Coordinator II,31572,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Metastasis Adjuster I Blueprint,31579,Rig Blueprint,30,50000000,1,6000,1,Capital Hybrid Metastasis Adjuster I,31578,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Capital Hybrid Metastasis Adjuster II Blueprint,31585,Rig Blueprint,1,50000000,1,60000,1,Capital Hybrid Metastasis Adjuster II,31584,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Capital Hybrid Weapon Rigs,
Large Hybrid Discharge Elutriation I Blueprint,25997,Rig Blueprint,40,1250000,1,4500,1,Large Hybrid Discharge Elutriation I,25996,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Large Hybrid Weapon Rigs,
Large Hybrid Ambit Extension I Blueprint,25999,Rig Blueprint,40,1250000,1,4500,1,Large Hybrid Ambit Extension I,25998,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Large Hybrid Weapon Rigs,
Large Hybrid Locus Coordinator I Blueprint,26001,Rig Blueprint,40,1250000,1,4500,1,Large Hybrid Locus Coordinator I,26000,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Large Hybrid Weapon Rigs,
Large Hybrid Metastasis Adjuster I Blueprint,26003,Rig Blueprint,40,1250000,1,4500,1,Large Hybrid Metastasis Adjuster I,26002,Ship and Module Modifications,Rigs,Hybrid Weapon Rigs,Large Hybrid Weapon Rigs,
