typeName,meterialTypeName,materialQuantity
"Standup Guided Bomb Launcher I Blueprint",Mexallon,525000
"Standup Guided Bomb Launcher I Blueprint",Pyerite,1500000
"Standup Guided Bomb Launcher I Blueprint",Tritanium,7500000
"Standup Ballistic Control System I Blueprint",Megacyte,150
"Standup Ballistic Control System I Blueprint",Zydrine,350
"Standup Ballistic Control System I Blueprint",Nocxium,750
"Standup Ballistic Control System I Blueprint",Isogen,4000
"Standup Ballistic Control System I Blueprint",Mexallon,35000
"Standup Ballistic Control System I Blueprint",Pyerite,100000
"Standup Ballistic Control System I Blueprint",Tritanium,500000
"Standup Market Hub I Blueprint","Integrity Response Drones",45
"Standup Market Hub I Blueprint",Nano-Factory,45
"Standup Market Hub I Blueprint","Recursive Computing Module",45
"Standup Market Hub I Blueprint","Self-Harmonizing Power Core",45
"Standup Market Hub I Blueprint","Wetware Mainframe",45
"Standup Market Hub I Blueprint","Broadcast Node",90
"Standup Market Hub I Blueprint","Organic Mortar Applicators",90
"Standup Market Hub I Blueprint","Sterile Conduits",90
"Standup Market Hub I Blueprint",Megacyte,3750
"Standup Market Hub I Blueprint",Zydrine,8750
"Standup Market Hub I Blueprint",Nocxium,18750
"Standup Market Hub I Blueprint",Isogen,100000
"Standup Market Hub I Blueprint",Mexallon,875000
"Standup Market Hub I Blueprint",Pyerite,2500000
"Standup Market Hub I Blueprint",Tritanium,12500000
"Standup Cloning Center I Blueprint","Integrity Response Drones",10
"Standup Cloning Center I Blueprint",Nano-Factory,10
"Standup Cloning Center I Blueprint","Recursive Computing Module",10
"Standup Cloning Center I Blueprint","Self-Harmonizing Power Core",10
"Standup Cloning Center I Blueprint","Wetware Mainframe",10
"Standup Cloning Center I Blueprint","Broadcast Node",20
"Standup Cloning Center I Blueprint","Organic Mortar Applicators",20
"Standup Cloning Center I Blueprint","Sterile Conduits",20
"Standup Cloning Center I Blueprint",Megacyte,900
"Standup Cloning Center I Blueprint",Zydrine,2100
"Standup Cloning Center I Blueprint",Nocxium,4500
"Standup Cloning Center I Blueprint",Isogen,24000
"Standup Cloning Center I Blueprint",Mexallon,210000
"Standup Cloning Center I Blueprint",Pyerite,600000
"Standup Cloning Center I Blueprint",Tritanium,3000000
"Standup Co-Processor Array I Blueprint",Megacyte,150
"Standup Co-Processor Array I Blueprint",Zydrine,350
"Standup Co-Processor Array I Blueprint",Nocxium,750
"Standup Co-Processor Array I Blueprint",Isogen,4000
"Standup Co-Processor Array I Blueprint",Mexallon,35000
"Standup Co-Processor Array I Blueprint",Pyerite,100000
"Standup Co-Processor Array I Blueprint",Tritanium,500000
"Standup Point Defense Battery I Blueprint",Megacyte,2250
"Standup Point Defense Battery I Blueprint",Zydrine,5250
"Standup Point Defense Battery I Blueprint",Nocxium,11250
"Standup Point Defense Battery I Blueprint",Isogen,60000
"Standup Point Defense Battery I Blueprint",Mexallon,525000
"Standup Point Defense Battery I Blueprint",Pyerite,1500000
"Standup Point Defense Battery I Blueprint",Tritanium,7500000
"Standup Arcing Vorton Projector I Blueprint",Megacyte,24000
"Standup Arcing Vorton Projector I Blueprint",Zydrine,56000
"Standup Arcing Vorton Projector I Blueprint",Nocxium,120000
"Standup Arcing Vorton Projector I Blueprint",Isogen,640000
"Standup Arcing Vorton Projector I Blueprint",Mexallon,5600000
"Standup Arcing Vorton Projector I Blueprint",Pyerite,16000000
"Standup Arcing Vorton Projector I Blueprint",Tritanium,80000000
"Standup Reprocessing Facility I Blueprint","Broadcast Node",1
"Standup Reprocessing Facility I Blueprint","Integrity Response Drones",1
"Standup Reprocessing Facility I Blueprint",Nano-Factory,1
"Standup Reprocessing Facility I Blueprint","Recursive Computing Module",1
"Standup Reprocessing Facility I Blueprint","Sterile Conduits",1
"Standup Reprocessing Facility I Blueprint","Organic Mortar Applicators",2
"Standup Reprocessing Facility I Blueprint","Self-Harmonizing Power Core",2
"Standup Reprocessing Facility I Blueprint","Wetware Mainframe",2
"Standup Reprocessing Facility I Blueprint",Megacyte,75
"Standup Reprocessing Facility I Blueprint",Zydrine,175
"Standup Reprocessing Facility I Blueprint",Nocxium,375
"Standup Reprocessing Facility I Blueprint",Isogen,2000
"Standup Reprocessing Facility I Blueprint",Mexallon,17500
"Standup Reprocessing Facility I Blueprint",Pyerite,50000
"Standup Reprocessing Facility I Blueprint",Tritanium,250000
"Standup Moon Drill I Blueprint","Recursive Computing Module",5
"Standup Moon Drill I Blueprint","Sterile Conduits",5
"Standup Moon Drill I Blueprint","Wetware Mainframe",5
"Standup Moon Drill I Blueprint","Broadcast Node",10
"Standup Moon Drill I Blueprint","Integrity Response Drones",10
"Standup Moon Drill I Blueprint",Nano-Factory,10
"Standup Moon Drill I Blueprint","Organic Mortar Applicators",10
"Standup Moon Drill I Blueprint","Self-Harmonizing Power Core",10
"Standup Moon Drill I Blueprint",Megacyte,250
"Standup Moon Drill I Blueprint",Zydrine,350
"Standup Moon Drill I Blueprint",Nocxium,1000
"Standup Moon Drill I Blueprint",Isogen,10000
"Standup Moon Drill I Blueprint",Mexallon,75000
"Standup Moon Drill I Blueprint",Pyerite,250000
"Standup Moon Drill I Blueprint",Tritanium,1500000
"Standup Variable Spectrum ECM I Blueprint",Megacyte,450
"Standup Variable Spectrum ECM I Blueprint",Zydrine,1050
"Standup Variable Spectrum ECM I Blueprint",Nocxium,2250
"Standup Variable Spectrum ECM I Blueprint",Isogen,12000
"Standup Variable Spectrum ECM I Blueprint",Mexallon,105000
"Standup Variable Spectrum ECM I Blueprint",Pyerite,300000
"Standup Variable Spectrum ECM I Blueprint",Tritanium,1500000
"Standup XL Energy Neutralizer I Blueprint",Megacyte,1200
"Standup XL Energy Neutralizer I Blueprint",Zydrine,2800
"Standup XL Energy Neutralizer I Blueprint",Nocxium,6000
"Standup XL Energy Neutralizer I Blueprint",Isogen,32000
"Standup XL Energy Neutralizer I Blueprint",Mexallon,280000
"Standup XL Energy Neutralizer I Blueprint",Pyerite,800000
"Standup XL Energy Neutralizer I Blueprint",Tritanium,4000000
"Standup Heavy Energy Neutralizer I Blueprint",Megacyte,1200
"Standup Heavy Energy Neutralizer I Blueprint",Zydrine,2800
"Standup Heavy Energy Neutralizer I Blueprint",Nocxium,6000
"Standup Heavy Energy Neutralizer I Blueprint",Isogen,32000
"Standup Heavy Energy Neutralizer I Blueprint",Mexallon,280000
"Standup Heavy Energy Neutralizer I Blueprint",Pyerite,800000
"Standup Heavy Energy Neutralizer I Blueprint",Tritanium,4000000
"Standup Missile Guidance Enhancer I Blueprint",Megacyte,150
"Standup Missile Guidance Enhancer I Blueprint",Zydrine,350
"Standup Missile Guidance Enhancer I Blueprint",Nocxium,750
"Standup Missile Guidance Enhancer I Blueprint",Isogen,4000
"Standup Missile Guidance Enhancer I Blueprint",Mexallon,35000
"Standup Missile Guidance Enhancer I Blueprint",Pyerite,100000
"Standup Missile Guidance Enhancer I Blueprint",Tritanium,500000
"Standup Anticapital Missile Launcher I Blueprint",Megacyte,750
"Standup Anticapital Missile Launcher I Blueprint",Zydrine,1750
"Standup Anticapital Missile Launcher I Blueprint",Nocxium,3750
"Standup Anticapital Missile Launcher I Blueprint",Isogen,20000
"Standup Anticapital Missile Launcher I Blueprint",Mexallon,175000
"Standup Anticapital Missile Launcher I Blueprint",Pyerite,500000
"Standup Anticapital Missile Launcher I Blueprint",Tritanium,2500000
"Standup Multirole Missile Launcher I Blueprint",Megacyte,750
"Standup Multirole Missile Launcher I Blueprint",Zydrine,1750
"Standup Multirole Missile Launcher I Blueprint",Nocxium,3750
"Standup Multirole Missile Launcher I Blueprint",Isogen,20000
"Standup Multirole Missile Launcher I Blueprint",Mexallon,175000
"Standup Multirole Missile Launcher I Blueprint",Pyerite,500000
"Standup Multirole Missile Launcher I Blueprint",Tritanium,2500000
"Standup Reactor Control Unit I Blueprint",Megacyte,150
"Standup Reactor Control Unit I Blueprint",Zydrine,350
"Standup Reactor Control Unit I Blueprint",Nocxium,750
"Standup Reactor Control Unit I Blueprint",Isogen,4000
"Standup Reactor Control Unit I Blueprint",Mexallon,35000
"Standup Reactor Control Unit I Blueprint",Pyerite,100000
"Standup Reactor Control Unit I Blueprint",Tritanium,500000
"Standup Remote Sensor Dampener I Blueprint",Megacyte,450
"Standup Remote Sensor Dampener I Blueprint",Zydrine,1050
"Standup Remote Sensor Dampener I Blueprint",Nocxium,2250
"Standup Remote Sensor Dampener I Blueprint",Isogen,12000
"Standup Remote Sensor Dampener I Blueprint",Mexallon,105000
"Standup Remote Sensor Dampener I Blueprint",Pyerite,300000
"Standup Remote Sensor Dampener I Blueprint",Tritanium,1500000
"Standup Stasis Webifier I Blueprint",Megacyte,450
"Standup Stasis Webifier I Blueprint",Zydrine,1050
"Standup Stasis Webifier I Blueprint",Nocxium,2250
"Standup Stasis Webifier I Blueprint",Isogen,12000
"Standup Stasis Webifier I Blueprint",Mexallon,105000
"Standup Stasis Webifier I Blueprint",Pyerite,300000
"Standup Stasis Webifier I Blueprint",Tritanium,1500000
"Standup Target Painter I Blueprint",Megacyte,450
"Standup Target Painter I Blueprint",Zydrine,1050
"Standup Target Painter I Blueprint",Nocxium,2250
"Standup Target Painter I Blueprint",Isogen,12000
"Standup Target Painter I Blueprint",Mexallon,105000
"Standup Target Painter I Blueprint",Pyerite,300000
"Standup Target Painter I Blueprint",Tritanium,1500000
"Standup Weapon Disruptor I Blueprint",Megacyte,450
"Standup Weapon Disruptor I Blueprint",Zydrine,1050
"Standup Weapon Disruptor I Blueprint",Nocxium,2250
"Standup Weapon Disruptor I Blueprint",Isogen,12000
"Standup Weapon Disruptor I Blueprint",Mexallon,105000
"Standup Weapon Disruptor I Blueprint",Pyerite,300000
"Standup Weapon Disruptor I Blueprint",Tritanium,1500000
"Standup Focused Warp Disruptor I Blueprint",Megacyte,450
"Standup Focused Warp Disruptor I Blueprint",Zydrine,1050
"Standup Focused Warp Disruptor I Blueprint",Nocxium,2250
"Standup Focused Warp Disruptor I Blueprint",Isogen,12000
"Standup Focused Warp Disruptor I Blueprint",Mexallon,105000
"Standup Focused Warp Disruptor I Blueprint",Pyerite,300000
"Standup Focused Warp Disruptor I Blueprint",Tritanium,1500000
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Tripped Power Circuit",3600
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Contaminated Nanite Compound",7200
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Fried Interface Circuit",10800
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Contaminated Lorentz Fluid",12000
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Defective Current Pump",12000
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Smashed Trigger Unit",12000
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Tangled Power Conduit",12000
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Damaged Artificial Neural Network",12000
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Charred Micro Circuit",12000
"Standup L-Set Ammunition Manufacturing Efficiency I Blueprint","Conductive Polymer",12000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Tripped Power Circuit",36000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Contaminated Nanite Compound",72000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Fried Interface Circuit",108000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Contaminated Lorentz Fluid",120000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Defective Current Pump",120000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Smashed Trigger Unit",120000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Tangled Power Conduit",120000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Damaged Artificial Neural Network",120000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Charred Micro Circuit",120000
"Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint","Conductive Polymer",120000
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","R.A.M.- Robotics",1
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Power Circuit",160
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Nanite Compound",200
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Interface Circuit",280
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Lorentz Fluid",2000
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Power Conduit",2000
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Conductive Thermoplastic",2000
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Artificial Neural Network",10000
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Current Pump",12000
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Trigger Unit",12000
"Standup L-Set Ammunition Manufacturing Efficiency II Blueprint","Micro Circuit",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Tripped Power Circuit",3600
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Contaminated Nanite Compound",7200
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Fried Interface Circuit",10800
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Contaminated Lorentz Fluid",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Defective Current Pump",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Smashed Trigger Unit",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Tangled Power Conduit",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Damaged Artificial Neural Network",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Charred Micro Circuit",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint","Conductive Polymer",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","R.A.M.- Starship Tech",1
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Power Circuit",160
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Nanite Compound",200
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Interface Circuit",280
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Lorentz Fluid",2000
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Power Conduit",2000
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Conductive Thermoplastic",2000
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Artificial Neural Network",10000
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Current Pump",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Trigger Unit",12000
"Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint","Micro Circuit",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Tripped Power Circuit",3600
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Contaminated Nanite Compound",7200
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Fried Interface Circuit",10800
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Contaminated Lorentz Fluid",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Defective Current Pump",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Smashed Trigger Unit",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Tangled Power Conduit",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Damaged Artificial Neural Network",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Charred Micro Circuit",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint","Conductive Polymer",12000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency II Blueprint","R.A.M.- Starship Tech",1
"Standup L-Set Advanced Large Ship Manufacturing Efficiency II Blueprint","Power Circuit",160
"Standup L-Set Advanced Large Ship Manufacturing Efficiency II Blueprint","Nanite Compound",200
"Standup L-Set Advanced Large Ship Manufacturing Efficiency II Blueprint","Interface Circuit",280
"Standup L-Set Advanced Large Ship Manufacturing Efficiency II Blueprint","Lorentz Fluid",2000
"Standup L-Set Advanced Large Ship Manufacturing Efficiency II Blueprint","Power Conduit",2000
